id,rotonda,horario,entrada,salida,tiempo_entrada,tiempo_salida,duracion,tipo,dia
1885,r2,h3,0,1,209.33333333333337,227.2,17.866666666666646,car,m
1887,r2,h3,1,2,211.33333333333337,227.46666666666667,16.133333333333326,car,m
1940,r2,h3,1,0,215.06666666666663,228.0,12.933333333333335,car,m
1917,r2,h3,1,2,221.13333333333333,229.0,7.866666666666674,car,m
1836,r2,h3,1,0,206.53333333333333,229.4,22.86666666666667,car,m
1838,r2,h3,0,2,204.86666666666667,229.6,24.73333333333332,car,m
1909,r2,h3,0,1,211.93333333333337,230.33333333333337,18.40000000000001,car,m
1827,r2,h3,1,0,206.86666666666667,230.86666666666667,24.0,car,m
1990,r2,h3,1,0,220.2,232.66666666666663,12.466666666666669,van,m
2040,r2,h3,1,0,224.86666666666667,237.06666666666663,12.199999999999989,car,m
2086,r2,h3,0,1,226.53333333333333,237.26666666666668,10.733333333333348,car,m
2108,r2,h3,0,1,227.6,239.13333333333333,11.533333333333331,car,m
1961,r2,h3,1,0,226.8,239.26666666666668,12.466666666666669,truck,m
2029,r2,h3,2,0,229.0,243.13333333333333,14.133333333333326,car,m
2221,r2,h3,0,1,236.46666666666667,243.13333333333333,6.666666666666657,car,m
1938,r2,h3,0,0,213.93333333333337,245.46666666666667,31.53333333333333,car,m
1997,r2,h3,2,1,222.2,245.86666666666667,23.66666666666669,car,m
2282,r2,h3,2,0,241.8,247.8,6.0,car,m
2263,r2,h3,0,1,239.06666666666663,249.26666666666668,10.200000000000015,car,m
2234,r2,h3,0,1,237.2,249.4,12.200000000000015,car,m
2303,r2,h3,2,0,244.06666666666663,249.46666666666667,5.400000000000006,car,m
2023,r2,h3,0,0,221.13333333333333,249.53333333333333,28.40000000000001,car,m
2032,r2,h3,0,0,222.53333333333333,252.0,29.46666666666667,car,m
2285,r2,h3,0,1,241.2,253.46666666666667,12.26666666666668,car,m
2043,r2,h3,0,0,223.6,254.0,30.40000000000001,car,m
2152,r2,h3,0,0,231.26666666666668,254.06666666666663,22.799999999999983,car,m
2313,r2,h3,0,1,244.8,254.86666666666667,10.066666666666665,car,m
23,r2,h4,2,0,0.5517241379310345,5.172413793103448,4.620689655172414,car,m
1,r2,h4,2,0,2.5517241379310347,7.379310344827586,4.827586206896552,car,m
44,r2,h4,2,0,5.793103448275862,9.93103448275862,4.137931034482759,van,m
38,r2,h4,0,2,1.2413793103448276,12.413793103448276,11.172413793103448,car,m
86,r2,h4,0,1,5.793103448275862,14.275862068965518,8.482758620689655,car,m
94,r2,h4,2,0,10.620689655172416,14.413793103448276,3.793103448275861,car,m
98,r2,h4,0,1,7.103448275862069,14.413793103448276,7.310344827586206,car,m
106,r2,h4,2,0,13.517241379310343,18.896551724137932,5.379310344827587,car,m
76,r2,h4,0,2,5.103448275862069,19.24137931034483,14.13793103448276,car,m
53,r2,h4,0,0,2.9655172413793105,19.724137931034484,16.758620689655174,car,m
105,r2,h4,1,2,11.517241379310343,20.06896551724138,8.551724137931036,car,m
69,r2,h4,0,0,4.413793103448276,21.17241379310345,16.758620689655174,car,m
62,r2,h4,0,0,3.793103448275862,22.82758620689655,19.03448275862069,car,m
159,r2,h4,0,1,15.517241379310343,23.17241379310345,7.655172413793103,car,m
57,r2,h4,1,0,7.517241379310345,25.655172413793103,18.13793103448276,car,m
131,r2,h4,0,0,11.310344827586206,28.482758620689655,17.17241379310345,car,m
80,r2,h4,1,0,10.06896551724138,29.79310344827586,19.724137931034484,car,m
233,r2,h4,0,1,23.58620689655172,29.93103448275862,6.344827586206897,car,m
138,r2,h4,0,0,13.172413793103448,31.448275862068964,18.275862068965516,car,m
208,r2,h4,1,0,23.79310344827586,31.655172413793103,7.862068965517242,car,m
120,r2,h4,1,0,17.379310344827587,33.37931034482759,16.0,car,m
255,r2,h4,1,2,30.620689655172413,34.89655172413793,4.275862068965516,car,m
150,r2,h4,1,0,19.724137931034484,35.03448275862069,15.310344827586206,car,m
178,r2,h4,1,0,23.448275862068964,35.724137931034484,12.27586206896552,car,m
183,r2,h4,0,2,18.551724137931036,36.06896551724138,17.517241379310345,car,m
232,r2,h4,1,0,28.689655172413794,37.51724137931034,8.827586206896548,car,m
289,r2,h4,0,1,29.93103448275862,37.58620689655172,7.655172413793103,car,m
285,r2,h4,0,1,30.344827586206897,40.62068965517241,10.275862068965516,car,m
238,r2,h4,2,0,28.896551724137932,40.89655172413793,11.999999999999996,car,m
194,r2,h4,0,0,20.0,42.55172413793103,22.551724137931032,car,m
225,r2,h4,1,0,27.79310344827586,43.72413793103448,15.931034482758625,car,m
293,r2,h4,1,0,33.86206896551724,44.89655172413793,11.03448275862069,car,m
332,r2,h4,0,1,36.27586206896552,45.10344827586207,8.827586206896555,car,m
263,r2,h4,0,2,27.93103448275862,45.10344827586207,17.172413793103452,car,m
155,r2,h4,0,0,15.79310344827586,46.3448275862069,30.551724137931036,car,m
306,r2,h4,0,2,33.241379310344826,47.44827586206897,14.206896551724142,car,m
284,r2,h4,2,0,33.93103448275862,47.58620689655172,13.655172413793103,car,m
245,r2,h4,0,0,26.13793103448276,47.6551724137931,21.517241379310345,car,m
173,r2,h4,2,1,21.448275862068964,48.13793103448276,26.689655172413797,car,m
273,r2,h4,1,0,31.310344827586206,48.96551724137931,17.655172413793103,car,m
299,r2,h4,1,0,36.62068965517241,50.96551724137931,14.344827586206897,bus,m
378,r2,h4,0,2,41.241379310344826,54.62068965517241,13.379310344827587,car,m
334,r2,h4,1,0,39.241379310344826,55.03448275862069,15.793103448275865,car,m
350,r2,h4,2,0,41.793103448275865,55.72413793103448,13.93103448275862,car,m
354,r2,h4,0,0,38.55172413793103,57.172413793103445,18.620689655172413,car,m
318,r2,h4,2,0,42.827586206896555,57.51724137931034,14.689655172413786,car,m
362,r2,h4,1,0,45.44827586206897,59.172413793103445,13.724137931034477,car,m
341,r2,h4,2,0,49.51724137931034,59.793103448275865,10.275862068965523,car,m
517,r2,h4,2,0,56.89655172413793,61.58620689655172,4.689655172413794,car,m
382,r2,h4,2,0,55.310344827586206,61.86206896551724,6.551724137931032,car,m
416,r2,h4,0,0,43.72413793103448,64.55172413793103,20.827586206896548,car,m
443,r2,h4,0,0,45.241379310344826,65.86206896551724,20.620689655172413,car,m
521,r2,h4,2,0,59.44827586206897,67.72413793103448,8.275862068965509,car,m
481,r2,h4,0,0,49.44827586206897,69.72413793103448,20.27586206896551,car,m
467,r2,h4,1,0,53.51724137931034,70.89655172413794,17.379310344827594,car,m
541,r2,h4,2,0,61.86206896551724,71.03448275862068,9.172413793103445,car,m
472,r2,h4,0,0,50.13793103448276,72.13793103448276,22.0,car,m
600,r2,h4,0,1,63.793103448275865,72.20689655172414,8.413793103448278,car,m
546,r2,h4,2,0,64.75862068965517,72.82758620689656,8.06896551724138,car,m
644,r2,h4,0,1,68.34482758620689,73.86206896551724,5.517241379310349,car,m
532,r2,h4,0,0,54.0,74.06896551724138,20.06896551724138,car,m
611,r2,h4,2,0,70.06896551724138,75.10344827586206,5.034482758620683,car,m
533,r2,h4,0,0,54.41379310344828,77.65517241379311,23.241379310344833,car,m
637,r2,h4,2,0,73.3103448275862,78.62068965517241,5.310344827586206,car,m
554,r2,h4,0,0,57.72413793103448,79.24137931034483,21.51724137931034,car,m
584,r2,h4,1,0,66.06896551724138,80.55172413793103,14.482758620689651,car,m
658,r2,h4,2,0,75.65517241379311,80.75862068965517,5.103448275862064,car,m
614,r2,h4,0,2,65.65517241379311,80.89655172413794,15.241379310344826,car,m
579,r2,h4,0,0,61.6551724137931,82.55172413793103,20.89655172413793,car,m
574,r2,h4,0,0,61.310344827586206,86.75862068965517,25.448275862068968,car,m
633,r2,h4,0,0,68.0,89.79310344827586,21.793103448275858,car,m
675,r2,h4,0,2,73.65517241379311,90.34482758620688,16.68965517241378,car,m
603,r2,h4,1,0,69.37931034482759,91.24137931034484,21.86206896551724,car,m
716,r2,h4,0,2,77.24137931034483,91.93103448275862,14.689655172413794,car,m
662,r2,h4,0,0,71.3103448275862,96.55172413793105,25.241379310344826,van,m
701,r2,h4,2,1,79.72413793103448,97.72413793103448,18.0,car,m
778,r2,h4,0,2,83.10344827586206,98.0,14.896551724137936,car,m
713,r2,h4,1,0,83.44827586206897,100.82758620689656,17.379310344827587,car,m
895,r2,h4,0,1,93.93103448275862,101.86206896551724,7.931034482758619,car,m
792,r2,h4,0,0,84.20689655172414,102.89655172413794,18.689655172413794,car,m
745,r2,h4,2,1,84.62068965517241,103.3103448275862,18.689655172413794,car,m
727,r2,h4,1,0,85.79310344827586,104.06896551724138,18.275862068965523,car,m
659,r2,h4,1,0,79.17241379310344,105.93103448275862,26.758620689655174,car,m
930,r2,h4,0,1,97.51724137931036,106.0,8.482758620689651,car,m
785,r2,h4,1,0,89.44827586206897,107.44827586206895,18.0,car,m
832,r2,h4,0,2,87.3103448275862,108.27586206896552,20.965517241379317,car,m
788,r2,h4,1,0,88.82758620689656,109.10344827586206,20.27586206896551,car,m
849,r2,h4,1,0,94.06896551724138,110.0,15.93103448275862,car,m
816,r2,h4,1,0,93.3103448275862,111.58620689655172,18.275862068965523,car,m
973,r2,h4,0,1,104.0,111.86206896551724,7.862068965517238,car,m
836,r2,h4,1,0,101.03448275862068,113.72413793103448,12.689655172413794,car,m
946,r2,h4,0,2,99.72413793103448,115.86206896551724,16.13793103448276,car,m
1009,r2,h4,0,1,108.13793103448276,116.27586206896552,8.137931034482762,van,m
840,r2,h4,0,0,89.44827586206897,117.24137931034484,27.793103448275858,car,m
1007,r2,h4,0,1,108.06896551724138,117.58620689655172,9.517241379310349,car,m
899,r2,h4,0,0,94.13793103448276,118.6896551724138,24.551724137931032,car,m
806,r2,h4,1,0,106.6206896551724,118.96551724137932,12.344827586206904,car,m
948,r2,h4,2,1,104.20689655172414,120.06896551724138,15.862068965517238,car,m
1054,r2,h4,2,0,114.96551724137932,120.34482758620688,5.379310344827573,car,m
898,r2,h4,1,0,104.48275862068964,121.58620689655172,17.10344827586208,car,m
825,r2,h4,1,0,109.79310344827586,123.65517241379312,13.862068965517253,car,m
1058,r2,h4,0,1,113.3793103448276,124.06896551724138,10.689655172413794,car,m
1046,r2,h4,0,2,111.44827586206895,124.48275862068964,13.034482758620683,car,m
945,r2,h4,1,0,107.86206896551724,125.24137931034484,17.379310344827587,car,m
1027,r2,h4,1,0,115.3793103448276,126.48275862068964,11.103448275862064,car,m
1123,r2,h4,0,1,120.27586206896552,127.79310344827586,7.5172413793103345,car,m
1082,r2,h4,1,2,123.17241379310344,127.79310344827586,4.620689655172413,car,m
955,r2,h4,1,0,114.55172413793105,128.0,13.448275862068968,car,m
1114,r2,h4,2,0,123.65517241379312,128.68965517241378,5.034482758620669,car,m
1040,r2,h4,1,0,118.34482758620688,130.82758620689654,12.482758620689651,car,m
1074,r2,h4,0,2,115.17241379310344,132.6206896551724,17.448275862068968,car,m
1171,r2,h4,2,0,128.9655172413793,132.68965517241378,3.724137931034477,car,m
1103,r2,h4,0,2,119.3103448275862,134.41379310344828,15.103448275862078,car,m
1034,r2,h4,0,0,111.10344827586206,135.93103448275863,24.82758620689657,car,m
1200,r2,h4,2,0,131.79310344827587,136.13793103448276,4.34482758620689,car,m
1075,r2,h4,0,0,115.51724137931036,137.3793103448276,21.86206896551724,car,m
1151,r2,h4,0,2,122.75862068965516,138.48275862068965,15.724137931034477,car,m
1149,r2,h4,0,2,122.96551724137932,139.51724137931035,16.551724137931032,car,m
1139,r2,h4,1,0,126.89655172413794,140.82758620689654,13.931034482758603,car,m
1255,r2,h4,2,0,138.75862068965515,142.41379310344828,3.6551724137931103,car,m
1132,r2,h4,0,2,121.51724137931036,142.48275862068965,20.965517241379303,car,m
1209,r2,h4,0,1,131.0344827586207,142.6206896551724,11.586206896551715,car,m
1188,r2,h4,1,0,132.9655172413793,145.10344827586206,12.137931034482762,car,m
1198,r2,h4,0,2,129.86206896551724,146.20689655172413,16.34482758620689,car,m
1177,r2,h4,0,1,127.65517241379312,146.75862068965515,19.103448275862064,car,m
1293,r2,h4,0,1,140.27586206896552,149.3793103448276,9.103448275862064,car,m
1180,r2,h4,0,0,127.65517241379312,150.06896551724137,22.413793103448256,bus,m
1297,r2,h4,0,1,139.79310344827587,151.44827586206895,11.655172413793082,car,m
1199,r2,h4,0,0,129.72413793103448,154.06896551724137,24.34482758620689,car,m
1241,r2,h4,0,0,134.75862068965515,155.86206896551724,21.103448275862064,car,m
1280,r2,h4,0,2,138.82758620689654,155.93103448275863,17.103448275862092,car,m
1404,r2,h4,0,1,152.06896551724137,156.20689655172413,4.137931034482762,car,m
1275,r2,h4,1,0,143.0344827586207,156.55172413793105,13.517241379310349,car,m
1228,r2,h4,1,0,137.79310344827587,158.6206896551724,20.82758620689654,car,m
1258,r2,h4,0,0,136.55172413793105,159.10344827586206,22.551724137931014,car,m
1272,r2,h4,0,0,137.72413793103448,160.3448275862069,22.620689655172413,car,m
1221,r2,h4,1,0,138.41379310344828,161.86206896551724,23.448275862068954,car,m
1375,r2,h4,2,0,153.6551724137931,163.3793103448276,9.724137931034477,car,m
1436,r2,h4,0,1,157.17241379310346,163.6551724137931,6.482758620689651,car,m
1346,r2,h4,0,0,146.0,165.10344827586206,19.103448275862064,car,m
1425,r2,h4,2,0,159.44827586206895,165.31034482758622,5.862068965517267,car,m
1463,r2,h4,0,1,161.79310344827587,166.68965517241378,4.8965517241379075,car,m
1390,r2,h4,1,0,154.89655172413794,166.82758620689654,11.931034482758603,car,m
1327,r2,h4,0,0,143.3793103448276,167.51724137931035,24.13793103448276,car,m
1472,r2,h4,0,1,163.44827586206895,168.27586206896552,4.827586206896569,car,m
1408,r2,h4,1,0,158.6206896551724,169.0344827586207,10.413793103448285,car,m
1260,r2,h4,1,0,143.10344827586206,169.3793103448276,26.275862068965523,car,m
1374,r2,h4,1,0,153.86206896551724,170.55172413793105,16.689655172413808,car,m
1428,r2,h4,1,0,159.44827586206895,172.06896551724137,12.620689655172413,car,m
1416,r2,h4,1,0,160.0,172.9655172413793,12.965517241379304,car,m
1448,r2,h4,2,0,163.24137931034485,173.86206896551724,10.620689655172413,car,m
1454,r2,h4,0,2,159.79310344827587,174.75862068965515,14.965517241379304,car,m
1434,r2,h4,0,0,156.41379310344828,175.17241379310346,18.758620689655174,car,m
1486,r2,h4,2,0,170.89655172413794,175.3793103448276,4.482758620689651,car,m
1452,r2,h4,1,0,165.58620689655172,177.10344827586206,11.517241379310349,car,m
1526,r2,h4,0,1,171.79310344827587,177.24137931034485,5.448275862068954,car,m
1461,r2,h4,1,0,167.31034482758622,178.89655172413794,11.586206896551715,car,m
1531,r2,h4,0,1,173.31034482758622,179.6551724137931,6.34482758620689,car,m
1471,r2,h4,1,0,170.3448275862069,181.24137931034485,10.896551724137936,car,m
1540,r2,h4,0,1,175.51724137931035,183.72413793103448,8.206896551724128,car,m
1478,r2,h4,0,0,165.93103448275863,183.86206896551724,17.931034482758605,car,m
1506,r2,h4,0,0,169.31034482758622,185.58620689655172,16.275862068965495,car,m
1514,r2,h4,0,0,170.0,186.9655172413793,16.965517241379303,car,m
1085,r2,h4,0,2,117.51724137931036,187.0344827586207,69.51724137931035,car,m
1599,r2,h4,0,1,182.0,187.79310344827587,5.793103448275872,bus,m
1532,r2,h4,0,0,173.24137931034485,190.55172413793105,17.31034482758622,car,m
12,r2,h4,0,1,162.48275862068965,190.75862068965515,28.275862068965523,awning-tricycle,m
1547,r2,h4,1,0,180.9655172413793,191.72413793103448,10.758620689655174,car,m
1619,r2,h4,0,1,185.58620689655172,191.93103448275863,6.344827586206918,car,m
1592,r2,h4,2,0,185.3793103448276,193.72413793103448,8.34482758620689,car,m
1648,r2,h4,0,1,189.44827586206895,195.86206896551724,6.413793103448285,car,m
